NODES:
0, 1, 4, 11, 38, 20, 28, 2, 6, 14, 33, 34, 3, 31, 46, 10, 21, 26, 32, 5, 9, 18, 44, 7, 15, 25, 42, 43, 8, 12, 13, 30, 37, 23, 48, 16, 27, 24, 19, 40, 45, 22, 35, 47, 36
EDGES:
38 -0- 20
38 -0- 28
38 -0- 2
38 -0- 6
38 -0- 14
38 -0- 33
38 -0- 34
38 -0- 3
38 -0- 31
38 -0- 46
38 -0- 10
38 -0- 21
38 -0- 26
38 -0- 32
38 -0- 5
38 -0- 9
38 -0- 18
38 -0- 44
38 -0- 7
38 -0- 15
38 -0- 25
38 -0- 42
38 -0- 43
38 -0- 8
38 -0- 12
38 -0- 13
38 -0- 30
38 -0- 37
38 -0- 23
38 -0- 48
38 -0- 16
38 -0- 27
38 -0- 24
38 -0- 19
38 -0- 40
38 -0- 45
38 -0- 22
38 -0- 35
38 -0- 47
38 -0- 36
20 -0- 28
20 -0- 2
20 -0- 6
20 -0- 14
20 -0- 33
20 -0- 34
20 -0- 3
20 -0- 31
20 -0- 46
20 -0- 10
20 -0- 21
20 -0- 26
20 -0- 32
20 -0- 5
20 -0- 9
20 -0- 18
20 -0- 44
20 -0- 7
20 -0- 15
20 -0- 25
20 -0- 42
20 -0- 43
20 -0- 8
20 -0- 12
20 -0- 13
20 -0- 30
20 -0- 37
20 -0- 23
20 -0- 48
20 -0- 16
20 -0- 27
20 -0- 24
20 -0- 19
20 -0- 40
20 -0- 45
20 -0- 22
20 -0- 35
20 -0- 47
20 -0- 36
28 -0- 2
28 -0- 6
28 -0- 14
28 -0- 33
28 -0- 34
28 -0- 3
28 -0- 31
28 -0- 46
28 -0- 10
28 -0- 21
28 -0- 26
28 -0- 32
28 -0- 5
28 -0- 9
28 -0- 18
28 -0- 44
28 -0- 7
28 -0- 15
28 -0- 25
28 -0- 42
28 -0- 43
28 -0- 8
28 -0- 12
28 -0- 13
28 -0- 30
28 -0- 37
28 -0- 23
28 -0- 48
28 -0- 16
28 -0- 27
28 -0- 24
28 -0- 19
28 -0- 40
28 -0- 45
28 -0- 22
28 -0- 35
28 -0- 47
28 -0- 36
2 -0- 6
2 -0- 14
2 -0- 33
2 -0- 34
2 -0- 3
2 -0- 31
2 -0- 46
2 -0- 10
2 -0- 21
2 -0- 26
2 -0- 32
2 -0- 5
2 -0- 9
2 -0- 18
2 -0- 44
2 -0- 7
2 -0- 15
2 -0- 25
2 -0- 42
2 -0- 43
2 -0- 8
2 -0- 12
2 -0- 13
2 -0- 30
2 -0- 37
2 -0- 23
2 -0- 48
2 -0- 16
2 -0- 27
2 -0- 24
2 -0- 19
2 -0- 40
2 -0- 45
2 -0- 22
2 -0- 35
2 -0- 47
2 -0- 36
6 -0- 14
6 -0- 33
6 -0- 34
6 -0- 3
6 -0- 31
6 -0- 46
6 -0- 10
6 -0- 21
6 -0- 26
6 -0- 32
6 -0- 5
6 -0- 9
6 -0- 18
6 -0- 44
6 -0- 7
6 -0- 15
6 -0- 25
6 -0- 42
6 -0- 43
6 -0- 8
6 -0- 12
6 -0- 13
6 -0- 30
6 -0- 37
6 -0- 23
6 -0- 48
6 -0- 16
6 -0- 27
6 -0- 24
6 -0- 19
6 -0- 40
6 -0- 45
6 -0- 22
6 -0- 35
6 -0- 47
6 -0- 36
14 -0- 33
14 -0- 34
14 -0- 3
14 -0- 31
14 -0- 46
14 -0- 10
14 -0- 21
14 -0- 26
14 -0- 32
14 -0- 5
14 -0- 9
14 -0- 18
14 -0- 44
14 -0- 7
14 -0- 15
14 -0- 25
14 -0- 42
14 -0- 43
14 -0- 8
14 -0- 12
14 -0- 13
14 -0- 30
14 -0- 37
14 -0- 23
14 -0- 48
14 -0- 16
14 -0- 27
14 -0- 24
14 -0- 19
14 -0- 40
14 -0- 45
14 -0- 22
14 -0- 35
14 -0- 47
14 -0- 36
33 -0- 34
33 -0- 3
33 -0- 31
33 -0- 46
33 -0- 10
33 -0- 21
33 -0- 26
33 -0- 32
33 -0- 5
33 -0- 9
33 -0- 18
33 -0- 44
33 -0- 7
33 -0- 15
33 -0- 25
33 -0- 42
33 -0- 43
33 -0- 8
33 -0- 12
33 -0- 13
33 -0- 30
33 -0- 37
33 -0- 23
33 -0- 48
33 -0- 16
33 -0- 27
33 -0- 24
33 -0- 19
33 -0- 40
33 -0- 45
33 -0- 22
33 -0- 35
33 -0- 47
33 -0- 36
34 -0- 3
34 -0- 31
34 -0- 46
34 -0- 10
34 -0- 21
34 -0- 26
34 -0- 32
34 -0- 5
34 -0- 9
34 -0- 18
34 -0- 44
34 -0- 7
34 -0- 15
34 -0- 25
34 -0- 42
34 -0- 43
34 -0- 8
34 -0- 12
34 -0- 13
34 -0- 30
34 -0- 37
34 -0- 23
34 -0- 48
34 -0- 16
34 -0- 27
34 -0- 24
34 -0- 19
34 -0- 40
34 -0- 45
34 -0- 22
34 -0- 35
34 -0- 47
34 -0- 36
3 -0- 31
3 -0- 46
3 -0- 10
3 -0- 21
3 -0- 26
3 -0- 32
3 -0- 5
3 -0- 9
3 -0- 18
3 -0- 44
3 -0- 7
3 -0- 15
3 -0- 25
3 -0- 42
3 -0- 43
3 -0- 8
3 -0- 12
3 -0- 13
3 -0- 30
3 -0- 37
3 -0- 23
3 -0- 48
3 -0- 16
3 -0- 27
3 -0- 24
3 -0- 19
3 -0- 40
3 -0- 45
3 -0- 22
3 -0- 35
3 -0- 47
3 -0- 36
31 -0- 46
31 -0- 10
31 -0- 21
31 -0- 26
31 -0- 32
31 -0- 5
31 -0- 9
31 -0- 18
31 -0- 44
31 -0- 7
31 -0- 15
31 -0- 25
31 -0- 42
31 -0- 43
31 -0- 8
31 -0- 12
31 -0- 13
31 -0- 30
31 -0- 37
31 -0- 23
31 -0- 48
31 -0- 16
31 -0- 27
31 -0- 24
31 -0- 19
31 -0- 40
31 -0- 45
31 -0- 22
31 -0- 35
31 -0- 47
31 -0- 36
46 -0- 10
46 -0- 21
46 -0- 26
46 -0- 32
46 -0- 5
46 -0- 9
46 -0- 18
46 -0- 44
46 -0- 7
46 -0- 15
46 -0- 25
46 -0- 42
46 -0- 43
46 -0- 8
46 -0- 12
46 -0- 13
46 -0- 30
46 -0- 37
46 -0- 23
46 -0- 48
46 -0- 16
46 -0- 27
46 -0- 24
46 -0- 19
46 -0- 40
46 -0- 45
46 -0- 22
46 -0- 35
46 -0- 47
46 -0- 36
10 -0- 21
10 -0- 26
10 -0- 32
10 -0- 5
10 -0- 9
10 -0- 18
10 -0- 44
10 -0- 7
10 -0- 15
10 -0- 25
10 -0- 42
10 -0- 43
10 -0- 8
10 -0- 12
10 -0- 13
10 -0- 30
10 -0- 37
10 -0- 23
10 -0- 48
10 -0- 16
10 -0- 27
10 -0- 24
10 -0- 19
10 -0- 40
10 -0- 45
10 -0- 22
10 -0- 35
10 -0- 47
10 -0- 36
21 -0- 26
21 -0- 32
21 -0- 5
21 -0- 9
21 -0- 18
21 -0- 44
21 -0- 7
21 -0- 15
21 -0- 25
21 -0- 42
21 -0- 43
21 -0- 8
21 -0- 12
21 -0- 13
21 -0- 30
21 -0- 37
21 -0- 23
21 -0- 48
21 -0- 16
21 -0- 27
21 -0- 24
21 -0- 19
21 -0- 40
21 -0- 45
21 -0- 22
21 -0- 35
21 -0- 47
21 -0- 36
26 -0- 32
26 -0- 5
26 -0- 9
26 -0- 18
26 -0- 44
26 -0- 7
26 -0- 15
26 -0- 25
26 -0- 42
26 -0- 43
26 -0- 8
26 -0- 12
26 -0- 13
26 -0- 30
26 -0- 37
26 -0- 23
26 -0- 48
26 -0- 16
26 -0- 27
26 -0- 24
26 -0- 19
26 -0- 40
26 -0- 45
26 -0- 22
26 -0- 35
26 -0- 47
26 -0- 36
32 -0- 5
32 -0- 9
32 -0- 18
32 -0- 44
32 -0- 7
32 -0- 15
32 -0- 25
32 -0- 42
32 -0- 43
32 -0- 8
32 -0- 12
32 -0- 13
32 -0- 30
32 -0- 37
32 -0- 23
32 -0- 48
32 -0- 16
32 -0- 27
32 -0- 24
32 -0- 19
32 -0- 40
32 -0- 45
32 -0- 22
32 -0- 35
32 -0- 47
32 -0- 36
5 -0- 9
5 -0- 18
5 -0- 44
5 -0- 7
5 -0- 15
5 -0- 25
5 -0- 42
5 -0- 43
5 -0- 8
5 -0- 12
5 -0- 13
5 -0- 30
5 -0- 37
5 -0- 23
5 -0- 48
5 -0- 16
5 -0- 27
5 -0- 24
5 -0- 19
5 -0- 40
5 -0- 45
5 -0- 22
5 -0- 35
5 -0- 47
5 -0- 36
9 -0- 18
9 -0- 44
9 -0- 7
9 -0- 15
9 -0- 25
9 -0- 42
9 -0- 43
9 -0- 8
9 -0- 12
9 -0- 13
9 -0- 30
9 -0- 37
9 -0- 23
9 -0- 48
9 -0- 16
9 -0- 27
9 -0- 24
9 -0- 19
9 -0- 40
9 -0- 45
9 -0- 22
9 -0- 35
9 -0- 47
9 -0- 36
18 -0- 44
18 -0- 7
18 -0- 15
18 -0- 25
18 -0- 42
18 -0- 43
18 -0- 8
18 -0- 12
18 -0- 13
18 -0- 30
18 -0- 37
18 -0- 23
18 -0- 48
18 -0- 16
18 -0- 27
18 -0- 24
18 -0- 19
18 -0- 40
18 -0- 45
18 -0- 22
18 -0- 35
18 -0- 47
18 -0- 36
44 -0- 7
44 -0- 15
44 -0- 25
44 -0- 42
44 -0- 43
44 -0- 8
44 -0- 12
44 -0- 13
44 -0- 30
44 -0- 37
44 -0- 23
44 -0- 48
44 -0- 16
44 -0- 27
44 -0- 24
44 -0- 19
44 -0- 40
44 -0- 45
44 -0- 22
44 -0- 35
44 -0- 47
44 -0- 36
7 -0- 15
7 -0- 25
7 -0- 42
7 -0- 43
7 -0- 8
7 -0- 12
7 -0- 13
7 -0- 30
7 -0- 37
7 -0- 23
7 -0- 48
7 -0- 16
7 -0- 27
7 -0- 24
7 -0- 19
7 -0- 40
7 -0- 45
7 -0- 22
7 -0- 35
7 -0- 47
7 -0- 36
15 -0- 25
15 -0- 42
15 -0- 43
15 -0- 8
15 -0- 12
15 -0- 13
15 -0- 30
15 -0- 37
15 -0- 23
15 -0- 48
15 -0- 16
15 -0- 27
15 -0- 24
15 -0- 19
15 -0- 40
15 -0- 45
15 -0- 22
15 -0- 35
15 -0- 47
15 -0- 36
25 -0- 42
25 -0- 43
25 -0- 8
25 -0- 12
25 -0- 13
25 -0- 30
25 -0- 37
25 -0- 23
25 -0- 48
25 -0- 16
25 -0- 27
25 -0- 24
25 -0- 19
25 -0- 40
25 -0- 45
25 -0- 22
25 -0- 35
25 -0- 47
25 -0- 36
42 -0- 43
42 -0- 8
42 -0- 12
42 -0- 13
42 -0- 30
42 -0- 37
42 -0- 23
42 -0- 48
42 -0- 16
42 -0- 27
42 -0- 24
42 -0- 19
42 -0- 40
42 -0- 45
42 -0- 22
42 -0- 35
42 -0- 47
42 -0- 36
43 -0- 8
43 -0- 12
43 -0- 13
43 -0- 30
43 -0- 37
43 -0- 23
43 -0- 48
43 -0- 16
43 -0- 27
43 -0- 24
43 -0- 19
43 -0- 40
43 -0- 45
43 -0- 22
43 -0- 35
43 -0- 47
43 -0- 36
8 -0- 12
8 -0- 13
8 -0- 30
8 -0- 37
8 -0- 23
8 -0- 48
8 -0- 16
8 -0- 27
8 -0- 24
8 -0- 19
8 -0- 40
8 -0- 45
8 -0- 22
8 -0- 35
8 -0- 47
8 -0- 36
12 -0- 13
12 -0- 30
12 -0- 37
12 -0- 23
12 -0- 48
12 -0- 16
12 -0- 27
12 -0- 24
12 -0- 19
12 -0- 40
12 -0- 45
12 -0- 22
12 -0- 35
12 -0- 47
12 -0- 36
13 -0- 30
13 -0- 37
13 -0- 23
13 -0- 48
13 -0- 16
13 -0- 27
13 -0- 24
13 -0- 19
13 -0- 40
13 -0- 45
13 -0- 22
13 -0- 35
13 -0- 47
13 -0- 36
30 -0- 37
30 -0- 23
30 -0- 48
30 -0- 16
30 -0- 27
30 -0- 24
30 -0- 19
30 -0- 40
30 -0- 45
30 -0- 22
30 -0- 35
30 -0- 47
30 -0- 36
37 -0- 23
37 -0- 48
37 -0- 16
37 -0- 27
37 -0- 24
37 -0- 19
37 -0- 40
37 -0- 45
37 -0- 22
37 -0- 35
37 -0- 47
37 -0- 36
23 -0- 48
23 -0- 16
23 -0- 27
23 -0- 24
23 -0- 19
23 -0- 40
23 -0- 45
23 -0- 22
23 -0- 35
23 -0- 47
23 -0- 36
48 -0- 16
48 -0- 27
48 -0- 24
48 -0- 19
48 -0- 40
48 -0- 45
48 -0- 22
48 -0- 35
48 -0- 47
48 -0- 36
16 -0- 27
16 -0- 24
16 -0- 19
16 -0- 40
16 -0- 45
16 -0- 22
16 -0- 35
16 -0- 47
16 -0- 36
27 -0- 24
27 -0- 19
27 -0- 40
27 -0- 45
27 -0- 22
27 -0- 35
27 -0- 47
27 -0- 36
24 -0- 19
24 -0- 40
24 -0- 45
24 -0- 22
24 -0- 35
24 -0- 47
24 -0- 36
19 -0- 40
19 -0- 45
19 -0- 22
19 -0- 35
19 -0- 47
19 -0- 36
40 -0- 45
40 -0- 22
40 -0- 35
40 -0- 47
40 -0- 36
45 -0- 22
45 -0- 35
45 -0- 47
45 -0- 36
22 -0- 35
22 -0- 47
22 -0- 36
35 -0- 47
35 -0- 36
47 -0- 36
